löpnummer, tid
1707, 238602
1708, 238171
1709, 237809
1710, 237878
1711, 241744
1712, 237901
1713, 237792
1714, 237861
1715, 237844
1716, 238261
1717, 237910
1718, 238326
1719, 237911
1720, 241052
1721, 254842
1722, 238356
1723, 237808
1724, 237781
1725, 237671
1726, 237901
1727, 240041
1728, 237863
1729, 237898
1730, 237228
1731, 237741
1732, 238521
1733, 237358
1734, 250411
1735, 244096
1736, 245219
1737, 294399
1738, 244896
1739, 245962
1740, 276967
1741, 257207
1742, 244110
1743, 249220
1744, 243396
1745, 273667
1746, 276933
1747, 281631
1748, 265863
1749, 261637
1750, 258669
1751, 258434
1752, 255779
1753, 255583
1754, 254575
1755, 254218
1756, 254081
1757, 253437
1758, 260590
1759, 252163
1760, 251785
1761, 251668
1762, 248168
1763, 262843
1764, 254051
1765, 237561
1766, 239786
1767, 239024
1768, 238864
1769, 243453
1770, 241614
1771, 241789
1772, 240865
1773, 239994
1774, 242711
1775, 239534
1776, 239350
1777, 239672
1778, 238824
1779, 238907
1780, 238891
1781, 238544
1782, 238222
1783, 238371
1784, 238387
1785, 238347
1786, 238353
1787, 237858
1788, 237386
1789, 238824
1790, 238274
1791, 242182
1792, 238155
1793, 237714
1794, 237349
1795, 237461
1796, 237936
1797, 237732
1798, 238113
1799, 237071
1800, 237885
1801, 239632
1802, 238127
1803, 238131
1804, 237675
1805, 236864
1806, 237624
1807, 240430
1808, 238175
1809, 237645
1810, 237542
1811, 236922
1812, 244687
1813, 241923
1814, 242123
1815, 241457
1816, 240604
1817, 240130
1818, 239749
1819, 239153
1820, 249395
1821, 238774
1822, 238997
1823, 241311
1824, 237894
1825, 254896
1826, 238211
1827, 239080
1828, 237632
1829, 238289
1830, 237503
1831, 238158
1832, 237881
1833, 238801
1834, 238292
1835, 238301
1836, 238225
1837, 237920
1838, 237758
1839, 238446
1840, 241186
1841, 237391
1842, 237847
1843, 237470
1844, 238689
1845, 237283
1846, 237544
1847, 238131
1848, 238189
1849, 237822
1850, 237640
1851, 237413
1852, 237458
1853, 237087
1854, 238121
1855, 238108
1856, 240007
1857, 239439
1858, 237205
1859, 254099
1860, 237557
1861, 237266
1862, 237128
1863, 237478
1864, 237065
1865, 237530
1866, 237336
1867, 237323
1868, 237733
1869, 237645
1870, 237941
1871, 237295
1872, 236985
1873, 239164
1874, 236728
1875, 236867
1876, 237192
1877, 243878
1878, 242146
1879, 240870
1880, 240563
1881, 240159
1882, 239503
1883, 239885
1884, 239066
1885, 238476
1886, 239084
1887, 238538
1888, 239099
1889, 242623
1890, 238789
1891, 237718
1892, 238413
1893, 238210
1894, 239278
1895, 255452
1896, 238723
1897, 237971
1898, 238537
1899, 242653
1900, 242535
1901, 241245
1902, 240512
1903, 240116
1904, 239779
1905, 246000
1906, 241341
1907, 238192
1908, 238106
1909, 237986
1910, 238261
1911, 253498
1912, 238139
1913, 238189
1914, 237335
1915, 238034
1916, 237181
1917, 238843
1918, 237916
1919, 237478
1920, 237580
1921, 244897
1922, 248004
1923, 255178
1924, 237577
1925, 236847
1926, 237448
1927, 237432
1928, 237615
1929, 238710
1930, 237109
1931, 237361
1932, 237026
1933, 237624
1934, 237596
1935, 237376
1936, 237550
1937, 236894
1938, 258415
1939, 238352
1940, 237545
1941, 238215
1942, 237285
1943, 237201
1944, 237204
1945, 237603
1946, 238073
1947, 237003
1948, 236794
1949, 236920
1950, 236896
1951, 237916
1952, 237266
1953, 237342
1954, 240455
1955, 237020
1956, 246950
1957, 244683
1958, 244706
1959, 237603
1960, 236455
1961, 237378
1962, 236689
1963, 243822
1964, 243010
1965, 241068
1966, 240469
1967, 239430
1968, 239535
1969, 240057
1970, 239498
1971, 241016
1972, 239051
1973, 238143
1974, 238968
1975, 238606
1976, 238530
1977, 237938
1978, 238257
1979, 237702
1980, 238607
1981, 237935
1982, 238137
1983, 237429
1984, 238672
1985, 237905
1986, 238321
1987, 241837
1988, 237389
1989, 237697
1990, 237531
1991, 238050
1992, 237823
1993, 238406
1994, 237465
1995, 237350
1996, 237539
1997, 238056
1998, 238625
1999, 237728
2000, 237167
2001, 237556
2002, 237340
2003, 237743
2004, 240561
2005, 237269
2006, 237744
2007, 237896
2008, 238715
2009, 237638
2010, 238108
2011, 237215
2012, 237530
2013, 237036
2014, 237447
2015, 237774
2016, 237389
2017, 237219
2018, 237022
2019, 237333
2020, 240380
2021, 237478
2022, 237682
2023, 237146
2024, 237348
2025, 236954
2026, 237976
2027, 245382
2028, 253608
2029, 242277
2030, 257402
2031, 240956
2032, 240223
2033, 239837
2034, 239339
2035, 239882
2036, 242562
2037, 239464
2038, 238767
2039, 238766
2040, 240858
2041, 238979
2042, 238507
2043, 238820
2044, 238324
2045, 238421
2046, 238350
2047, 238452
2048, 238023
2049, 243364
2050, 242036
2051, 241997
2052, 240182
2053, 242690
2054, 240000
2055, 239590
2056, 238924
2057, 238834
2058, 238579
2059, 238359
2060, 238881
2061, 238623
2062, 238687
2063, 237854
2064, 238269
2065, 238477
2066, 238362
2067, 238519
2068, 237819
2069, 240604
2070, 239204
2071, 250030
2072, 246304
2073, 238230
2074, 237740
2075, 241241
2076, 237903
2077, 239380
2078, 238161
2079, 238015
2080, 237820
2081, 238011
2082, 238136
2083, 238068
2084, 237860
2085, 249304
2086, 238286
2087, 237719
2088, 237973
2089, 237501
2090, 237558
2091, 236862
2092, 244224
2093, 242106
2094, 242063
2095, 240985
2096, 240490
2097, 239854
2098, 239909
2099, 238822
2100, 239675
2101, 239214
2102, 257372
2103, 238175
2104, 238326
2105, 238591
2106, 238816
2107, 238693
2108, 237739
2109, 238477
2110, 237664
2111, 238370
2112, 239294
2113, 239170
2114, 237901
2115, 238010
2116, 237754
2117, 237601
2118, 257021
2119, 238011
2120, 236950
2121, 237603
2122, 237134
2123, 238466
2124, 238878
2125, 237593
2126, 237346
2127, 237105
2128, 237124
2129, 237527
2130, 254794
2131, 237487
2132, 237412
2133, 237575
2134, 257001
2135, 238717
2136, 238001
2137, 237023
